relative_path,filename,task,split,index,tumor_code,tumor_label,plane_code,plane_label,sequence,is_mask,linked_image,width,height,file_size_bytes,sha256
classification_task\train\no_tumor\brisc2025_train_02487_no_ax_t1.jpg,brisc2025_train_02487_no_ax_t1.jpg,classification,train,2487,no,no_tumor,ax,axial,T1,False,,216,369,10880,35197195f063d2f993a5460ef95464d7f9b0b0ceb8df1b2121eb7d856f3f07a5
classification_task\train\no_tumor\brisc2025_train_02488_no_ax_t1.jpg,brisc2025_train_02488_no_ax_t1.jpg,classification,train,2488,no,no_tumor,ax,axial,T1,False,,216,369,11002,7b18212221bf886af01a7b669157b5c65c0e7046f37f1d8575c40b76785378c4
classification_task\train\no_tumor\brisc2025_train_02489_no_ax_t1.jpg,brisc2025_train_02489_no_ax_t1.jpg,classification,train,2489,no,no_tumor,ax,axial,T1,False,,216,369,9682,ee5c0187a6f01daff308cec99f4c8fed1607c05740d8f86944977c7a75c49190
classification_task\train\no_tumor\brisc2025_train_02490_no_ax_t1.jpg,brisc2025_train_02490_no_ax_t1.jpg,classification,train,2490,no,no_tumor,ax,axial,T1,False,,216,369,10516,b1b9fcb72fcafbfe0dd9be4270e61e95c26069281ccc718a1f83445c8c8bc9b9
classification_task\train\no_tumor\brisc2025_train_02491_no_ax_t1.jpg,brisc2025_train_02491_no_ax_t1.jpg,classification,train,2491,no,no_tumor,ax,axial,T1,False,,216,369,10527,6a7b490aabb5fd4bdcc1c0f5f69451fb6cdf0ae482cd4b6baa8c52f6b945a8ee
classification_task\train\no_tumor\brisc2025_train_02492_no_ax_t1.jpg,brisc2025_train_02492_no_ax_t1.jpg,classification,train,2492,no,no_tumor,ax,axial,T1,False,,216,369,9146,ae1509f008be45eaa5d47f33849764c53b65e808a2a2c94b99f7f1b66aa3febb
classification_task\train\no_tumor\brisc2025_train_02493_no_ax_t1.jpg,brisc2025_train_02493_no_ax_t1.jpg,classification,train,2493,no,no_tumor,ax,axial,T1,False,,216,369,10520,98b02c4d018e4a5bcc9ea9383ee571cd00c2541b580439a66dc53b4c75f091d3
classification_task\train\no_tumor\brisc2025_train_02494_no_ax_t1.jpg,brisc2025_train_02494_no_ax_t1.jpg,classification,train,2494,no,no_tumor,ax,axial,T1,False,,216,369,12049,b25266bf1b45a3856e422bfe30830f518e1f4e2a3111782184bb0f3b7419f807
classification_task\train\no_tumor\brisc2025_train_02495_no_ax_t1.jpg,brisc2025_train_02495_no_ax_t1.jpg,classification,train,2495,no,no_tumor,ax,axial,T1,False,,216,369,9383,cbd365baf6e813ace957a9e0c2532359c34fc04f0fa13f4f747c48d7ca4f398d
classification_task\train\no_tumor\brisc2025_train_02496_no_ax_t1.jpg,brisc2025_train_02496_no_ax_t1.jpg,classification,train,2496,no,no_tumor,ax,axial,T1,False,,216,369,10058,95e4b7ef095b94d7cd89778de24ca5978f3c1e3451542fee9bfe081115c5b3bb
classification_task\train\no_tumor\brisc2025_train_02497_no_ax_t1.jpg,brisc2025_train_02497_no_ax_t1.jpg,classification,train,2497,no,no_tumor,ax,axial,T1,False,,216,369,9800,d5a4c13c65dd49620b74ed7782b7dc1aa8bd6c1eec3af72363ed56a3d9083e29
classification_task\train\no_tumor\brisc2025_train_02498_no_ax_t1.jpg,brisc2025_train_02498_no_ax_t1.jpg,classification,train,2498,no,no_tumor,ax,axial,T1,False,,216,369,10608,7119b69cd6ad40ddf56599cb9e83a59d9cba38dcb3437c7edc3aff3bf79017d0
classification_task\train\no_tumor\brisc2025_train_02499_no_ax_t1.jpg,brisc2025_train_02499_no_ax_t1.jpg,classification,train,2499,no,no_tumor,ax,axial,T1,False,,216,369,10782,36b6a8a713fa13ee0ab65794c6f56a90702c1e66798e213a22d501fc2fd7f410
classification_task\train\no_tumor\brisc2025_train_02500_no_ax_t1.jpg,brisc2025_train_02500_no_ax_t1.jpg,classification,train,2500,no,no_tumor,ax,axial,T1,False,,216,369,10289,723a33a37a1d8eba136bb3cfac78854f978d60e8ad973df09f7b2354603cf526
classification_task\train\no_tumor\brisc2025_train_02501_no_ax_t1.jpg,brisc2025_train_02501_no_ax_t1.jpg,classification,train,2501,no,no_tumor,ax,axial,T1,False,,216,369,9721,81248500e0e7ba5a20d954fd7f185893470d44d8ff9847cab724f9ee4e1bf919
classification_task\train\no_tumor\brisc2025_train_02502_no_ax_t1.jpg,brisc2025_train_02502_no_ax_t1.jpg,classification,train,2502,no,no_tumor,ax,axial,T1,False,,216,369,9969,80c8a8186725e7b4e1854d35d6c9923e72e3083681d219c887f931798f61984c
classification_task\train\no_tumor\brisc2025_train_02503_no_ax_t1.jpg,brisc2025_train_02503_no_ax_t1.jpg,classification,train,2503,no,no_tumor,ax,axial,T1,False,,216,369,11164,105a000421be7fede9504b789e6f5282a948369cb301ae214387688006de5356
classification_task\train\no_tumor\brisc2025_train_02504_no_ax_t1.jpg,brisc2025_train_02504_no_ax_t1.jpg,classification,train,2504,no,no_tumor,ax,axial,T1,False,,216,369,10193,66a3c157b41e3bdb6d2336a2f30e191da8fea9b3f2ab79a078d0cf2151f1931a
classification_task\train\no_tumor\brisc2025_train_02505_no_ax_t1.jpg,brisc2025_train_02505_no_ax_t1.jpg,classification,train,2505,no,no_tumor,ax,axial,T1,False,,216,369,9985,82b8160d015c99944a13b301aac39907de7f686079fd1ed1839c7f00055eef23
classification_task\train\no_tumor\brisc2025_train_02506_no_ax_t1.jpg,brisc2025_train_02506_no_ax_t1.jpg,classification,train,2506,no,no_tumor,ax,axial,T1,False,,216,369,10644,a53cf326539b72c4e97cdf6650f02b886c1ccdd5a18463d1127550cc8c077675
classification_task\train\no_tumor\brisc2025_train_02507_no_ax_t1.jpg,brisc2025_train_02507_no_ax_t1.jpg,classification,train,2507,no,no_tumor,ax,axial,T1,False,,216,369,9559,20be993fb23f7e838a9cff28fb3d92951818e717b0b5866537dc9f8b2c29b17d
classification_task\train\no_tumor\brisc2025_train_02508_no_ax_t1.jpg,brisc2025_train_02508_no_ax_t1.jpg,classification,train,2508,no,no_tumor,ax,axial,T1,False,,216,369,9807,4585151ae847a92983bc5d06107c43cc431debf9c656ee8a9c5b977afe48c66e
classification_task\train\no_tumor\brisc2025_train_02509_no_ax_t1.jpg,brisc2025_train_02509_no_ax_t1.jpg,classification,train,2509,no,no_tumor,ax,axial,T1,False,,216,369,10446,5e4ffc41f79aa378fc5e7aba7ba5a8e63c015ecdd37651f7fc3a94195b66f382
classification_task\train\no_tumor\brisc2025_train_02510_no_ax_t1.jpg,brisc2025_train_02510_no_ax_t1.jpg,classification,train,2510,no,no_tumor,ax,axial,T1,False,,216,369,9938,a1a03b149979f50d56402fbeacd54a0a0cb9fe92d3151ea05e37e7a981002e45
classification_task\train\no_tumor\brisc2025_train_02511_no_ax_t1.jpg,brisc2025_train_02511_no_ax_t1.jpg,classification,train,2511,no,no_tumor,ax,axial,T1,False,,216,369,9167,21ae7c64e80e8dad056d3dbccd1f76eafc727d5757747ce4c9b21eb6f368e2d0
classification_task\train\no_tumor\brisc2025_train_02512_no_ax_t1.jpg,brisc2025_train_02512_no_ax_t1.jpg,classification,train,2512,no,no_tumor,ax,axial,T1,False,,216,369,9772,76f57bde26e91ee21124667aca43d41953bc362534075f1f9c4b3e9cb874ffc9
classification_task\train\no_tumor\brisc2025_train_02513_no_ax_t1.jpg,brisc2025_train_02513_no_ax_t1.jpg,classification,train,2513,no,no_tumor,ax,axial,T1,False,,216,369,9739,40e15fb1ba6e01a629352f787eb7fae3c0784c2c019038156da87967cc802b8f
classification_task\train\no_tumor\brisc2025_train_02514_no_ax_t1.jpg,brisc2025_train_02514_no_ax_t1.jpg,classification,train,2514,no,no_tumor,ax,axial,T1,False,,216,369,10008,6a70bf4f7c622fb861e832f144964178943dab899e027fbe44285327ca62406e
classification_task\train\no_tumor\brisc2025_train_02515_no_ax_t1.jpg,brisc2025_train_02515_no_ax_t1.jpg,classification,train,2515,no,no_tumor,ax,axial,T1,False,,216,369,9316,bd1d32097282a898dc8b57028f8c394bb8cbe9673d7cad2248898f86c03a8e82
classification_task\train\no_tumor\brisc2025_train_02516_no_ax_t1.jpg,brisc2025_train_02516_no_ax_t1.jpg,classification,train,2516,no,no_tumor,ax,axial,T1,False,,216,369,9682,ed051d01a66c08bf65fa089e038f092fbe4a089547e84a54e005b115136d464d
classification_task\train\no_tumor\brisc2025_train_02517_no_ax_t1.jpg,brisc2025_train_02517_no_ax_t1.jpg,classification,train,2517,no,no_tumor,ax,axial,T1,False,,216,369,8898,1fe5b9face1fcc8cb12fb51cc807853ef73184b0b9c6e39a0020181cb020de15
classification_task\train\no_tumor\brisc2025_train_02518_no_ax_t1.jpg,brisc2025_train_02518_no_ax_t1.jpg,classification,train,2518,no,no_tumor,ax,axial,T1,False,,216,369,11192,10e17dda4f338621eaea1ccd1dcc4a1274fe8f38ec9079ac0294926c6d03668f
classification_task\train\no_tumor\brisc2025_train_02519_no_ax_t1.jpg,brisc2025_train_02519_no_ax_t1.jpg,classification,train,2519,no,no_tumor,ax,axial,T1,False,,216,369,9095,9c22d0f10bec1c731eacb2d64daa67146f1688d384bddafbcdfbeb4a8d5e76a3
classification_task\train\no_tumor\brisc2025_train_02520_no_ax_t1.jpg,brisc2025_train_02520_no_ax_t1.jpg,classification,train,2520,no,no_tumor,ax,axial,T1,False,,216,369,9321,cb78435f675951a28b44566cd78cb7250feb27f0d49b8339f5798e7f69e7f398
classification_task\train\no_tumor\brisc2025_train_02521_no_ax_t1.jpg,brisc2025_train_02521_no_ax_t1.jpg,classification,train,2521,no,no_tumor,ax,axial,T1,False,,216,369,9044,22e31baf61bc8162aea9e6c06aa2b3742d6ff291493cc228f68d224fdf0a8a7d
classification_task\train\no_tumor\brisc2025_train_02522_no_ax_t1.jpg,brisc2025_train_02522_no_ax_t1.jpg,classification,train,2522,no,no_tumor,ax,axial,T1,False,,216,369,8475,0ead9663d13fab8029f0117aab06266fd45ba8db277192a7625d45012cdeb3cc
classification_task\train\no_tumor\brisc2025_train_02523_no_ax_t1.jpg,brisc2025_train_02523_no_ax_t1.jpg,classification,train,2523,no,no_tumor,ax,axial,T1,False,,216,369,8978,0c55df84771a865e3fce8fb1f3143746f9deb03ef038f59f9d13cb7799a1a0d0
classification_task\train\no_tumor\brisc2025_train_02524_no_ax_t1.jpg,brisc2025_train_02524_no_ax_t1.jpg,classification,train,2524,no,no_tumor,ax,axial,T1,False,,216,369,10480,6564a7e4d295c86fbe973936ff10c4fa026296661089a636a96392e1d9c3dffe
classification_task\train\no_tumor\brisc2025_train_02525_no_ax_t1.jpg,brisc2025_train_02525_no_ax_t1.jpg,classification,train,2525,no,no_tumor,ax,axial,T1,False,,216,369,9351,2a9990e8d98321812dad7d0cfce16cb125983afe2b87b015c5f3f599bac65fad
classification_task\train\no_tumor\brisc2025_train_02526_no_ax_t1.jpg,brisc2025_train_02526_no_ax_t1.jpg,classification,train,2526,no,no_tumor,ax,axial,T1,False,,216,369,9072,a8a455a45bf24a3d1533ba9ef6abc036d0e48984ec8bbc2e72d9a72876ce5420
classification_task\train\no_tumor\brisc2025_train_02527_no_ax_t1.jpg,brisc2025_train_02527_no_ax_t1.jpg,classification,train,2527,no,no_tumor,ax,axial,T1,False,,216,369,8274,4c562784bde271b744c3cada2bdcdfe5a0ded20e11063256532bc85272bf84c9
classification_task\train\no_tumor\brisc2025_train_02528_no_ax_t1.jpg,brisc2025_train_02528_no_ax_t1.jpg,classification,train,2528,no,no_tumor,ax,axial,T1,False,,216,369,10414,45f17978a9b17a78f12d67724e4fd0dc1d4e97943128eb9c59d3272033606c42
classification_task\train\no_tumor\brisc2025_train_02529_no_ax_t1.jpg,brisc2025_train_02529_no_ax_t1.jpg,classification,train,2529,no,no_tumor,ax,axial,T1,False,,216,369,7743,8004f7d0954b602c0b68562ed987511a9665773c06e00367f034a330c6c53dbd
classification_task\train\no_tumor\brisc2025_train_02530_no_ax_t1.jpg,brisc2025_train_02530_no_ax_t1.jpg,classification,train,2530,no,no_tumor,ax,axial,T1,False,,216,369,7255,0b0a27fe605f7c805ffa4c20187e1d1523348ef8559785264272cf40e63cbde4
classification_task\train\no_tumor\brisc2025_train_02531_no_ax_t1.jpg,brisc2025_train_02531_no_ax_t1.jpg,classification,train,2531,no,no_tumor,ax,axial,T1,False,,216,369,8504,28b9329e32a264ac4abb7eac9cdaaf46dbf43971de25f3ffaf97a150e199f522
classification_task\train\no_tumor\brisc2025_train_02532_no_ax_t1.jpg,brisc2025_train_02532_no_ax_t1.jpg,classification,train,2532,no,no_tumor,ax,axial,T1,False,,216,369,9029,1a0786626fc6077b8b03540a812a3064c24bada9dc3a977ca4d50cf1abd9de45
classification_task\train\no_tumor\brisc2025_train_02533_no_ax_t1.jpg,brisc2025_train_02533_no_ax_t1.jpg,classification,train,2533,no,no_tumor,ax,axial,T1,False,,216,369,7925,7fb176c2015bffa0759c876af6a4b5ded5515e77211294b0fe6ff0d7412c18f4
classification_task\train\no_tumor\brisc2025_train_02534_no_ax_t1.jpg,brisc2025_train_02534_no_ax_t1.jpg,classification,train,2534,no,no_tumor,ax,axial,T1,False,,216,369,8133,34aae5229baae763ddf3ba4c408f011c9c1d62b34f7e8f4d1059693736d450e9
classification_task\train\no_tumor\brisc2025_train_02535_no_ax_t1.jpg,brisc2025_train_02535_no_ax_t1.jpg,classification,train,2535,no,no_tumor,ax,axial,T1,False,,216,369,6567,e2773d4057bf97ad21bab7cab4b23d8169602c0fa4fca87ffb2277b530f50e4b
classification_task\train\no_tumor\brisc2025_train_02536_no_ax_t1.jpg,brisc2025_train_02536_no_ax_t1.jpg,classification,train,2536,no,no_tumor,ax,axial,T1,False,,216,369,6805,07031945a29fd932563587cdebffa99e191d60470c4b20d0710b8f206eca6182
classification_task\train\no_tumor\brisc2025_train_02537_no_ax_t1.jpg,brisc2025_train_02537_no_ax_t1.jpg,classification,train,2537,no,no_tumor,ax,axial,T1,False,,216,369,6328,cea5e975269c9879079278c3a158b2b0bdec87acc47207ec34b2221fb085dee5
classification_task\train\no_tumor\brisc2025_train_02538_no_ax_t1.jpg,brisc2025_train_02538_no_ax_t1.jpg,classification,train,2538,no,no_tumor,ax,axial,T1,False,,216,369,9245,e7a9cc5c7d239bf3e2904284445080fc00ce4eebdaa0392921663748e1957e20
classification_task\train\no_tumor\brisc2025_train_02539_no_ax_t1.jpg,brisc2025_train_02539_no_ax_t1.jpg,classification,train,2539,no,no_tumor,ax,axial,T1,False,,216,369,7368,7bd3b7d77b33ba7fec435c37ec8f75f6ed0c1c7a4cafa325fcda5ce70e1540ba
classification_task\train\no_tumor\brisc2025_train_02540_no_ax_t1.jpg,brisc2025_train_02540_no_ax_t1.jpg,classification,train,2540,no,no_tumor,ax,axial,T1,False,,216,369,7371,0c2877f22b0e520f7a6627b94a20aa928464f305cb6a2ff6d82df1fb36aedcfc
classification_task\train\no_tumor\brisc2025_train_02541_no_ax_t1.jpg,brisc2025_train_02541_no_ax_t1.jpg,classification,train,2541,no,no_tumor,ax,axial,T1,False,,216,369,6158,406f1b567a7eeb64aa31d617bd8e879e241e3e2d1236ea5781a72677ab518dd6
classification_task\train\no_tumor\brisc2025_train_02542_no_ax_t1.jpg,brisc2025_train_02542_no_ax_t1.jpg,classification,train,2542,no,no_tumor,ax,axial,T1,False,,216,369,8438,a13b2f4b42aa50a0216e37db6821de17666bb03572defe6e51a6ba3672e864c6
classification_task\train\no_tumor\brisc2025_train_02543_no_ax_t1.jpg,brisc2025_train_02543_no_ax_t1.jpg,classification,train,2543,no,no_tumor,ax,axial,T1,False,,216,369,7561,22e6964b3ed55dc90151601def328cdbf61a92d38d953a60998686ba598426f7
classification_task\train\no_tumor\brisc2025_train_02544_no_ax_t1.jpg,brisc2025_train_02544_no_ax_t1.jpg,classification,train,2544,no,no_tumor,ax,axial,T1,False,,216,369,6144,aa8ac99a1ae022048bebced4654ec8fd9e511e9cbca4f0a2b875ec09721973da
classification_task\train\no_tumor\brisc2025_train_02545_no_ax_t1.jpg,brisc2025_train_02545_no_ax_t1.jpg,classification,train,2545,no,no_tumor,ax,axial,T1,False,,512,512,37271,e2860ec73328c7c9df5ce3da5b6063fe37fde668bbc585d4d60382941edf87e5
classification_task\train\no_tumor\brisc2025_train_02546_no_ax_t1.jpg,brisc2025_train_02546_no_ax_t1.jpg,classification,train,2546,no,no_tumor,ax,axial,T1,False,,512,512,27691,3a417be8b6cb60cca833cef6bb0a9e155265ab96c591d17bbc9079b9a5bee529
classification_task\train\no_tumor\brisc2025_train_02547_no_ax_t1.jpg,brisc2025_train_02547_no_ax_t1.jpg,classification,train,2547,no,no_tumor,ax,axial,T1,False,,512,512,41792,7e79d485ef92dbf8a6a8c9472d0dc015d31d79b4c1666ecc331e6fa8c1a31d18
classification_task\train\no_tumor\brisc2025_train_02548_no_ax_t1.jpg,brisc2025_train_02548_no_ax_t1.jpg,classification,train,2548,no,no_tumor,ax,axial,T1,False,,512,512,33534,d93e23980eb2d64a97bf6845743258b66ed27ff23d03accead187e016356c4c0
classification_task\train\no_tumor\brisc2025_train_02549_no_ax_t1.jpg,brisc2025_train_02549_no_ax_t1.jpg,classification,train,2549,no,no_tumor,ax,axial,T1,False,,512,512,33084,408391f17f02bf7551209d04bfc4b53f780fac5321d7f3bcb9d596b399a44de8
classification_task\train\no_tumor\brisc2025_train_02550_no_ax_t1.jpg,brisc2025_train_02550_no_ax_t1.jpg,classification,train,2550,no,no_tumor,ax,axial,T1,False,,512,512,26319,43bfd56a077bcf3bc79ddf62f644fd1c6457f9e59a58447b1b59dceab9414361
classification_task\train\no_tumor\brisc2025_train_02551_no_ax_t1.jpg,brisc2025_train_02551_no_ax_t1.jpg,classification,train,2551,no,no_tumor,ax,axial,T1,False,,512,512,30913,f3c17e9b8c3efc3f7ce36b02dd655c57f9c4e444ad4beaf46b57fd7125dd5a15
classification_task\train\no_tumor\brisc2025_train_02552_no_ax_t1.jpg,brisc2025_train_02552_no_ax_t1.jpg,classification,train,2552,no,no_tumor,ax,axial,T1,False,,512,512,33964,5c6215f4f640e5d824720ab7b63e29086d3126a02c49418398c9ed9384d6cf2b
classification_task\train\no_tumor\brisc2025_train_02553_no_ax_t1.jpg,brisc2025_train_02553_no_ax_t1.jpg,classification,train,2553,no,no_tumor,ax,axial,T1,False,,512,512,32675,cbe47ab268d0670b06047d41abfece7dc47af100c3d5b0dad3544cffafea076b
classification_task\train\no_tumor\brisc2025_train_02554_no_ax_t1.jpg,brisc2025_train_02554_no_ax_t1.jpg,classification,train,2554,no,no_tumor,ax,axial,T1,False,,512,512,42213,319eb72d888504035b309ef3bcdf9a77ae928eb5d01f7da9e06cdad9677d620f
classification_task\train\no_tumor\brisc2025_train_02555_no_ax_t1.jpg,brisc2025_train_02555_no_ax_t1.jpg,classification,train,2555,no,no_tumor,ax,axial,T1,False,,512,512,36702,79de9733bae9c529fed87ef5903a7b011bafe0ecf0ab18b8a919b6794e706211
classification_task\train\no_tumor\brisc2025_train_02556_no_ax_t1.jpg,brisc2025_train_02556_no_ax_t1.jpg,classification,train,2556,no,no_tumor,ax,axial,T1,False,,512,512,30958,79a82549d71a8c7a95a2b946c21e676d86523af391ed29f9853ed63a5c204b4c
classification_task\train\no_tumor\brisc2025_train_02557_no_ax_t1.jpg,brisc2025_train_02557_no_ax_t1.jpg,classification,train,2557,no,no_tumor,ax,axial,T1,False,,512,512,35485,70701adfb82578f8a27f9646f28280c7167c418ec84a931a82421e487e90d993
classification_task\train\no_tumor\brisc2025_train_02558_no_ax_t1.jpg,brisc2025_train_02558_no_ax_t1.jpg,classification,train,2558,no,no_tumor,ax,axial,T1,False,,512,512,39012,a884ff848dcfcb88d548958cbe5689ad9787b846f0bb66903a82d066caa92015
classification_task\train\no_tumor\brisc2025_train_02559_no_ax_t1.jpg,brisc2025_train_02559_no_ax_t1.jpg,classification,train,2559,no,no_tumor,ax,axial,T1,False,,512,512,44845,bd9d2da6436243f5709b1dda0dee888ad61e19bad3ccbc1243b214fd0cb51f4f
classification_task\train\no_tumor\brisc2025_train_02560_no_ax_t1.jpg,brisc2025_train_02560_no_ax_t1.jpg,classification,train,2560,no,no_tumor,ax,axial,T1,False,,512,512,31199,174ee60ba0295e03f702a8c93f2c9068481836135d750917cebd4264ba437a80
classification_task\train\no_tumor\brisc2025_train_02561_no_ax_t1.jpg,brisc2025_train_02561_no_ax_t1.jpg,classification,train,2561,no,no_tumor,ax,axial,T1,False,,512,512,32002,5a7cb69678a8ecab118cf504ac1e0d53206fe8bbe8656fac8738c0a3a8c469e4
classification_task\train\no_tumor\brisc2025_train_02562_no_ax_t1.jpg,brisc2025_train_02562_no_ax_t1.jpg,classification,train,2562,no,no_tumor,ax,axial,T1,False,,512,512,43751,b58464ef5c04339a0867c0110336c5730df8d0b659795c1936169137f902a4ff
classification_task\train\no_tumor\brisc2025_train_02563_no_ax_t1.jpg,brisc2025_train_02563_no_ax_t1.jpg,classification,train,2563,no,no_tumor,ax,axial,T1,False,,512,512,43251,d789d327e4532306b22dadca2775b5622acc5640f06e8a455b8a5eb299853d73
classification_task\train\no_tumor\brisc2025_train_02564_no_ax_t1.jpg,brisc2025_train_02564_no_ax_t1.jpg,classification,train,2564,no,no_tumor,ax,axial,T1,False,,512,512,26942,d45f08c885d73e61b9ef250cdb285d5bdf656f39cb9776deb910239382723cfc
classification_task\train\no_tumor\brisc2025_train_02565_no_ax_t1.jpg,brisc2025_train_02565_no_ax_t1.jpg,classification,train,2565,no,no_tumor,ax,axial,T1,False,,512,512,32022,44ce6fc2701123712908f788e96a0affc76c82ce40fc3399ac612f8d5fcb05dd
classification_task\train\no_tumor\brisc2025_train_02566_no_ax_t1.jpg,brisc2025_train_02566_no_ax_t1.jpg,classification,train,2566,no,no_tumor,ax,axial,T1,False,,512,512,30092,5cce7492811b1e9b79d4e0f09e9751e3da6f56d41e7f4604b1f78e7d2e170fbb
classification_task\train\no_tumor\brisc2025_train_02567_no_ax_t1.jpg,brisc2025_train_02567_no_ax_t1.jpg,classification,train,2567,no,no_tumor,ax,axial,T1,False,,512,512,24517,5e8f7a176b88da0e75134702adda5d8df5251c01bae7f45a42d0f0a5909736ae
classification_task\train\no_tumor\brisc2025_train_02568_no_ax_t1.jpg,brisc2025_train_02568_no_ax_t1.jpg,classification,train,2568,no,no_tumor,ax,axial,T1,False,,512,512,30469,297a85eb3eef245672d8f10faaf80d4e88d047d122f9b4e78f437c5231294ce4
classification_task\train\no_tumor\brisc2025_train_02569_no_ax_t1.jpg,brisc2025_train_02569_no_ax_t1.jpg,classification,train,2569,no,no_tumor,ax,axial,T1,False,,512,512,32934,e74738b2d3d025d5c0f49c711a0540afab7990e8a2cfd3ffd882c864b0418c7c
classification_task\train\no_tumor\brisc2025_train_02570_no_ax_t1.jpg,brisc2025_train_02570_no_ax_t1.jpg,classification,train,2570,no,no_tumor,ax,axial,T1,False,,512,512,34361,10388e70fb0864ff68b8f17bc26b092a4c7b19ba6dcd754d96d0353de9880734
classification_task\train\no_tumor\brisc2025_train_02571_no_ax_t1.jpg,brisc2025_train_02571_no_ax_t1.jpg,classification,train,2571,no,no_tumor,ax,axial,T1,False,,512,512,36449,ff78aaa62ba116c06375c94b6b8de5241263b88e2837ee892a4f48e14498fdd7
classification_task\train\no_tumor\brisc2025_train_02572_no_ax_t1.jpg,brisc2025_train_02572_no_ax_t1.jpg,classification,train,2572,no,no_tumor,ax,axial,T1,False,,512,512,29133,7134e5252ee645099763e830ad9d8a2165360052b182c231e4ccdf9a7b1408a4
classification_task\train\no_tumor\brisc2025_train_02573_no_ax_t1.jpg,brisc2025_train_02573_no_ax_t1.jpg,classification,train,2573,no,no_tumor,ax,axial,T1,False,,512,512,26262,a848ae718a13430aa8b54fba0f09d50d27051d7c70f2de948a8de1ac28ff174f
classification_task\train\no_tumor\brisc2025_train_02574_no_ax_t1.jpg,brisc2025_train_02574_no_ax_t1.jpg,classification,train,2574,no,no_tumor,ax,axial,T1,False,,512,512,32380,c579c98fa477f2927dc116010dddea0bfc5f3d883b68bfd7fb77f9dcaaa111cd
classification_task\train\no_tumor\brisc2025_train_02575_no_ax_t1.jpg,brisc2025_train_02575_no_ax_t1.jpg,classification,train,2575,no,no_tumor,ax,axial,T1,False,,512,512,33367,1e20c2ed6f7b7f97ad1273ee34bc253c531008934917c5e2e27fda314fdc83e5
classification_task\train\no_tumor\brisc2025_train_02576_no_ax_t1.jpg,brisc2025_train_02576_no_ax_t1.jpg,classification,train,2576,no,no_tumor,ax,axial,T1,False,,512,512,34595,76f1c89e55fa849498bddd11496a231b91a5cd85aa66063f16e301a1eba415a5
classification_task\train\no_tumor\brisc2025_train_02577_no_ax_t1.jpg,brisc2025_train_02577_no_ax_t1.jpg,classification,train,2577,no,no_tumor,ax,axial,T1,False,,512,512,25903,a68582787ddcb48e7814feecac3e86d4d34c88e208cbefed6059c081f2021c42
classification_task\train\no_tumor\brisc2025_train_02578_no_ax_t1.jpg,brisc2025_train_02578_no_ax_t1.jpg,classification,train,2578,no,no_tumor,ax,axial,T1,False,,512,512,35218,a0f094accd83fb0c56e2f067d14e0b84c64e3a78ff2896f7884b60e0c8835de9
classification_task\train\no_tumor\brisc2025_train_02579_no_ax_t1.jpg,brisc2025_train_02579_no_ax_t1.jpg,classification,train,2579,no,no_tumor,ax,axial,T1,False,,512,512,29597,5d01debe53b1c43fbc91c4b834a80d823097122b399b98f2b841bbfc5c4807da
classification_task\train\no_tumor\brisc2025_train_02580_no_ax_t1.jpg,brisc2025_train_02580_no_ax_t1.jpg,classification,train,2580,no,no_tumor,ax,axial,T1,False,,512,512,31736,221343e38030f5178e3c8ca873e7a3a8e5b6f3c486c4913d0b8ae6071a5974dc
classification_task\train\no_tumor\brisc2025_train_02581_no_ax_t1.jpg,brisc2025_train_02581_no_ax_t1.jpg,classification,train,2581,no,no_tumor,ax,axial,T1,False,,512,512,35206,b5ee3c5b8331997cdfb7601ed8709975e33900526d16cfa9492502bb8676c1ee
classification_task\train\no_tumor\brisc2025_train_02582_no_ax_t1.jpg,brisc2025_train_02582_no_ax_t1.jpg,classification,train,2582,no,no_tumor,ax,axial,T1,False,,512,512,26792,ef9c335d4bdb9ad07c4017f80132237120e47a4d028a8326e9338dbfe8c563fa
classification_task\train\no_tumor\brisc2025_train_02583_no_ax_t1.jpg,brisc2025_train_02583_no_ax_t1.jpg,classification,train,2583,no,no_tumor,ax,axial,T1,False,,512,512,32753,d2ba9d7edff31bffa34320e22eba944ceea60b48bb19f3e055ae9dfea687c6c5
classification_task\train\no_tumor\brisc2025_train_02584_no_ax_t1.jpg,brisc2025_train_02584_no_ax_t1.jpg,classification,train,2584,no,no_tumor,ax,axial,T1,False,,512,512,31866,e5c80c355a63257bee23df7e32ff23c52105c58d7431b01e6cfeb7693765cad3
classification_task\train\no_tumor\brisc2025_train_02585_no_ax_t1.jpg,brisc2025_train_02585_no_ax_t1.jpg,classification,train,2585,no,no_tumor,ax,axial,T1,False,,512,512,39689,ccfbab0a93ab990551e07a3259783bf176c3d6da3248e9ae742ee4d9b737df75
classification_task\train\no_tumor\brisc2025_train_02586_no_ax_t1.jpg,brisc2025_train_02586_no_ax_t1.jpg,classification,train,2586,no,no_tumor,ax,axial,T1,False,,512,512,27211,253e07eecf630937d48bb7659299059c98a74bc4362d0c72d5e58b794a4a0ab7
classification_task\train\no_tumor\brisc2025_train_02587_no_ax_t1.jpg,brisc2025_train_02587_no_ax_t1.jpg,classification,train,2587,no,no_tumor,ax,axial,T1,False,,512,512,37359,6d1a23eb7fa3154ff480cb6adb7aaa19b69b6e1198c85a953affd76ad0bedf56
